"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"GB.XPD.RSDV.GD.ZS","Research and development expenditure (% of GDP)","Gross domestic expenditures on research and development (R&D), expressed as a percent of GDP. They include both capital and current expenditures in the four main sectors: Business enterprise, Government, Higher education and Private non-profit. R&D covers basic research, applied research, and experimental development.","UNESCO Institute for Statistics (http://uis.unesco.org/)",
